Net Metrekare,Oda Sayısı,Bulunduğu Kat,Isıtma Tipi,Krediye Uygunluk,Yapı Durumu,Site İçerisinde,Banyo Sayısı,Fiyat Durumu,Tipi,Brüt Metrekare,Binanın Yaşı,Binanın Kat Sayısı,Tapu Durumu,Eşya Durumu,Konum,Fiyat
129,2,2,4,1,2,1,1 ,3,0,130,5,4,1,0,2,1350000
45,0,2,4,1,2,0,1 ,3,0,55,8,5,1,0,6,1180000
160,11,2,4,2,2,1,1 ,3,0,190,5,4,5,0,9,2050000
130,6,4,4,1,2,0,2,2,0,140,8,8,3,0,9,3650000
105,2,3,8,1,2,1,2 ,3,0,115,0,5,4,0,6,3850000
136,6,3,5,1,2,1,2 ,3,0,145,0,5,4,0,6,4100000
120,6,4,4,1,2,1,1 ,3,0,140,3,9,1,0,11,3150000
120,6,1,5,1,2,0,2 ,3,0,140,8,6,1,0,11,3500000
188,10,5,8,1,2,0,3 ,3,0,225,0,5,4,0,6,3480000
55,0,2,4,1,2,0,1 ,3,0,82,0,3,4,0,0,2650000
240,10,1,7,2,2,1,1 ,1,0,242,5,2,1,0,5,800000
125,2,3,4,1,0,1,2,3,0,148,0,6,3,0,0,2500000
55,0,1,4,1,2,1,1,3,0,60,5,4,3,1,11,800000
80,2,1,4,0,2,1,1,1,0,90,5,4,4,1,0,1550000
95,2,-1,4,1,2,1,1,3,0,105,2,3,1,0,11,975000
140,6,2,4,1,2,0,1 ,3,0,160,2,5,1,0,6,3550000
115,6,0,4,1,2,1,1 ,3,0,120,4,4,1,0,8,1500000
54,0,3,8,1,0,1,1,3,0,62,0,7,3,0,6,3250000
85,2,4,8,1,0,1,2,3,0,98,0,7,3,0,6,4250000
70,0,1,5,1,2,0,1 ,3,0,90,0,10,4,0,6,3250000
118,13,5,4,1,2,1,2 ,3,0,156,0,5,1,0,11,3400000
120,2,4,4,1,2,1,1 ,3,0,135,6,4,5,0,3,2150000
135,6,2,8,1,2,0,2 ,3,0,150,7,6,1,0,6,3750000
160,6,3,4,1,2,0,2,3,0,180,8,4,3,0,6,3300000
117,6,1,4,1,2,0,2 ,3,0,137,4,14,1,0,9,3300000
132,10,2,4,1,2,1,2,2,0,160,4,2,3,0,11,2300000
140,6,1,4,1,2,1,2 ,3,0,160,8,15,1,0,9,2695000
85,2,5,4,1,2,1,1 ,3,0,95,5,5,4,0,4,2099000
94,2,6,8,1,0,1,2,3,0,139,0,6,3,0,6,2900000
100,6,4,4,2,2,1,1 ,3,0,110,3,5,4,0,4,2000000
125,6,3,4,1,2,1,2 ,3,0,140,8,3,1,0,6,3250000
115,2,2,4,1,2,1,1,3,0,120,5,5,1,0,12,1175000
60,0,4,7,1,2,1,1 ,3,0,65,5,5,1,0,0,1270000
190,10,3,4,1,2,1,2 ,3,0,200,8,6,4,0,0,3600000
110,6,1,4,1,2,1,1,3,0,125,0,2,4,0,11,1550000
125,6,2,4,1,2,1,2,1,0,150,2,3,1,0,1,3800000
68,2,4,4,1,2,0,1,3,0,80,3,4,4,1,0,1530000
65,0,2,4,1,2,1,1,3,0,75,8,4,3,1,6,1349000
75,2,2,4,1,2,1,1 ,3,0,85,8,4,1,0,6,1589000
55,0,4,4,1,2,1,1 ,3,0,65,8,5,1,1,6,1329000
95,2,-1,4,1,2,1,1,3,0,105,2,3,1,0,11,975000
55,0,6,5,2,1,0,1,3,0,71,0,8,4,0,6,3200000
100,2,1,4,1,2,1,1 ,3,0,125,5,4,4,0,2,590000
42,0,1,4,1,2,1,1 ,3,0,60,0,3,1,0,6,1490000
49,0,2,5,1,2,0,1 ,3,0,50,8,4,5,0,1,850000
131,6,1,8,1,2,1,2 ,3,0,166,0,6,4,0,6,2699000
169,6,13,8,1,2,0,2 ,3,0,186,0,14,1,0,6,4900000
169,6,13,8,1,2,0,2 ,3,0,186,0,14,1,0,6,4900000
95,6,2,4,1,2,1,1 ,3,0,110,2,4,4,1,9,1920000
70,2,3,4,1,2,1,1 ,3,0,90,5,5,4,0,11,1949000
92,2,2,8,1,2,1,2 ,3,0,130,6,3,1,0,6,2500000
75,2,5,4,1,2,1,1,3,0,85,5,5,4,0,0,950000
62,2,3,4,1,2,1,2,3,1,80,7,3,3,0,6,2350000
62,2,3,4,1,2,1,2,3,1,80,7,3,3,0,6,2350000
65,0,2,4,1,2,1,1,3,0,75,8,4,3,1,6,1349000
80,2,4,4,1,2,1,1,1,0,90,5,4,4,1,0,1825000
110,6,4,4,1,2,1,1,3,0,130,8,4,4,1,6,1670000
130,6,1,4,1,2,1,2,3,0,140,6,4,4,0,6,2115000
50,0,1,4,1,2,1,1 ,3,0,60,0,3,1,0,2,1299000
110,6,3,4,1,2,0,1 ,3,0,120,5,5,4,1,0,1950000
75,2,1,4,1,2,1,1 ,3,0,80,2,3,4,0,0,1530000
75,2,4,4,1,2,1,1 ,3,0,85,5,4,4,0,0,1500000
120,6,6,6,2,2,0,2 ,3,0,140,0,9,1,0,6,3200000
110,2,1,4,1,2,1,1 ,3,0,120,3,3,1,0,9,1745000
95,2,-1,4,1,2,1,1,3,0,105,2,3,1,0,11,975000
160,13,3,4,1,2,1,2 ,3,0,175,8,3,1,0,9,2950000
75,2,1,4,1,2,1,1 ,3,0,85,0,3,1,0,9,3200000
40,15,1,4,1,2,1,1 ,3,0,45,0,3,4,0,12,1150000
120,6,3,4,1,2,1,1 ,3,0,132,3,5,4,1,4,3900000
120,6,0,4,1,2,1,1 ,3,0,140,5,5,1,0,11,1575000
140,6,6,4,1,2,0,2,2,0,150,5,6,3,0,6,3715000
110,6,2,8,1,2,1,2,3,0,141,0,5,4,0,6,3500000
